Q9VLU0 Q9VBW9
Q9VM60 P27619
P36872 Q8IPH9
Q26454 Q9V3L6
Q9V452 P49021
Q26366 P19538
Q9VJE5 Q9VB08
P23226 P51123
Q9W0T1 Q9VTE9
Q24368 P29742
P34021 Q9V345
P18091 Q03427
Q24008 Q7K2D2
Q8MSS1 Q9Y091
Q9XYU1 Q9VS48
Q86B87 Q9XZT1
Q9XZ56 P40417
Q9VVV9 A1Z6M6
P02572 Q9VQG2
A0A0B4K7J2 P48601
P26017 Q9VJQ5
Q7KMJ6 Q8MQJ9
O77051 Q9W596
Q23983 P48555
P19109 Q9VT70
P49028 P34021
P42124 P98081
Q9W1X9 Q9W0M7
Q9VLP7 Q95RJ9
Q9VYG2 P07207
Q9U1H0 Q02637
Q9VM64 Q02748
Q8T0S6 Q95RJ9
Q9VIE6 Q02936
Q9VVR1 Q9VXN9
Q9I7I0 Q8I8U7
P20439 P49846
Q05913 P21187
Q9VFG8 P82804
Q7KIN0 P50887
P18502 P48810
Q9VWN4 P25823
P54631 Q9VFP2
Q9VR35 P22808
Q9VL14 O02193
P39769 Q9W0P3
Q8T4F7 Q9V333
Q95RJ9 P49735
Q9VKD7 Q24119
P34021 Q7K2X8
Q7K2D2 Q9VUX2
P24785 P30052
Q07436 P16621
P40688 Q8IH18
Q8INB9 Q9VZI2
Q27368 Q9VB08
Q9V5C6 P28466
Q9W2H9 P54733
Q08605 Q9VW15
Q9Y091 Q9W0K0
Q24133 P52486
Q9V3I5 Q9VV74
Q9VKD7 P13097
A1Z9E2 O61734
Q8SY33 P48809
Q9NBW1 P49906
P09956 Q9XZT1
Q24168 P18824
Q9V4P1 Q8SYK5
Q9VKD7 P25822
P42207 P04388
P21519 Q9U1H0
Q9VCU7 Q9V5M6
Q9GYV5 Q9NDJ2
P13060 Q9W4S7
Q08473 P48987
P52304 Q9W1F4
Q9VBP9 Q9V4P1
Q24368 B5A5T4
Q24246 Q8SYK5
Q9VYV3 A1Z6W3
Q7K4B4 Q7KQM6
Q9W3D3 P47825
O76924 Q9VCU9
Q9VC27 P18168
Q9V3H8 P35554
Q95TJ9 P54623
O76922 Q32KD2
Q9U1H0 Q7K2D2
P62152 Q95RJ9
Q9VQY9 P82804
Q03017 Q08605
Q9U1H0 O76922
Q9V3K3 Q9XYF4
Q9VM65 Q8IMX7
Q7KQM6 P48809
P16241 P43332
Q9VZI2 Q9VVV9
Q9V4A7 Q95RJ9
Q9VW56 P48555
Q7K4Z4 P98149
Q9VWE0 Q9VEZ5
Q8T0S6 P16554
P55162 Q24572
P46824 P24350
P26308 P04412
Q24368 P48555
Q24297 Q9VTC4
P40688 Q7K4N3
Q709R6 P55162
P22293 P08044
Q9VFX1 P48555
Q9VLN1 P13496
P26675 P02572
Q9W3D3 Q9VUV9
P18168 P18289
P37276 Q9VCE6
P18489 Q99323
P48809 P54733
Q709R6 P11584
Q9V3C1 Q9Y1B2
P13098 P16621
A1Z6W3 P92177
Q9VYG2 Q9V452
Q9VUX2 Q8I8U7
Q9V8K2 P18168
Q9U5W9 P35820
Q9W0G6 Q9VMJ7
Q9VC61 P10041
Q9VVS4 P49071
P48987 P92204
P91664 Q24145
P46150 Q24560
Q24537 P18824
Q9GQN5 Q9V629
Q7JW27 P23128
Q9VJQ5 O17468
Q7KMJ6 P07207
Q86BE9 Q86B87
Q9VCY3 Q9VIF1
Q9NFU0 O18334
P46867 P49071
Q9VW47 Q9XZ58
P08645 P25172
Q9VW47 O77051
P42207 P04412
P49415 Q24167
P08111 P33244
O76924 Q9VLJ8
P25159 P52654
P05709 P04388
Q24139 Q9VHA0
P25724 Q9VQ91
P46150 P23696
Q8IH18 P08510
P19018 Q7KRW1
Q9V629 P55828
Q26263 Q95UN8
P41046 P18824
P11584 Q9V452
Q9VYN8 P18824
Q9VAF5 P35220
Q9V8K2 Q94899
P48462 M9PBE2
P52304 P23257
P49906 Q7K738
Q23973 Q9I7I0
Q01989 Q24323
P13098 P26675
Q24152 Q9VWN4
O16844 M9NDE3
P02517 P29503
Q7KLV9 P25822
P46867 Q7JW27
Q9VGS2 P38040
Q9VCH5 P26270
Q00168 Q94527
P35220 Q9VM60
P02836 Q06453
Q9XYP7 Q9VMJ7
Q24338 Q7KQM6
Q9VT57 Q9VT57
Q9VDG2 P50445
Q9W1F4 Q9W596
P50535 P48598
Q24151 Q9W4S7
Q23978 Q9W1X9
P54631 Q7JXF5
Q26263 P34082
P52654 Q9VQY9
Q8T0S6 Q86BY9
P04197 A1Z9G2
Q9VS48 Q9VH07
Q9NDJ2 P22812
P98081 P11596
P19339 Q9VW15
Q7K4N3 Q7K738
O76922 P35820
Q9W4M8 Q9W1I2
P13097 P49847
Q86B79 Q9VGP6
Q960X4 Q9VT51
O61734 Q24323
P10084 P42282
P09208 Q03017
Q9VVX3 Q9VA38
Q24322 P35820
Q9VTL1 Q7KIN0
O16844 P28159
P13496 Q9VW47
Q9VI10 O61735
Q59E36 P23654
P21519 P08928
Q7K4B4 Q9V3I5
Q8IMM9 Q9VC27
Q9VVE5 Q08012
Q9VNB5 P13217
Q7JW27 P48607
Q9V6L9 Q24106
Q9VMJ7 Q9V4S8
Q24472 P42287
Q24564 Q9VKM1
P48607 P46867
Q9VJD2 Q9VVE5
Q9VTC4 Q9V3H8
Q02308 Q9VQG2
P20439 Q9VBP9
Q9VJQ5 Q9V3I5
A1Z9E2 P48809
Q7KRI2 Q95UN8
Q9V3H2 Q9V3H2
P42124 Q26454
P05709 Q9VC61
P54357 Q9VCE6
O61443 P46824
Q24087 P23572
Q9VCH5 Q24322
Q9VSR3 Q86BY9
P15330 Q9VUV9
P52295 Q24324
P13060 Q23973
P46824 Q9VM65
Q9VQU9 Q8SWR8
P52486 P06602
P29503 Q23983
P49735 P52486
Q9V9Y9 P91664
Q9VUW9 Q95TJ9
P25439 Q9V3I5
P55162 Q7K0D8
Q9VTE0 P49906
P91926 Q24292
P39736 Q01989
P91664 Q9VZX1
Q9VYQ8 P26308
Q9VJ33 Q9V4A7
Q99323 Q9VSH4
P50536 P23572
Q9V535 Q9VKM1
Q9VTE2 A1ZA47
P14785 Q9VDG2
Q9VTE2 P29742
Q27268 P82804
Q9VHI4 O96863
P08985 P13395
Q05652 P91664
Q9VVR6 Q9VHA0
P08953 P37276
P04197 P21519
Q24040 P05709
Q24167 P25439
Q9V4Z9 P08182
P40427 Q8IRG6
Q9V3H8 P35220
Q9VRV7 Q9VC61
P23257 O02194
P08985 Q24325
Q7JW27 Q9VI10
P48809 P18091
P49905 P54733
Q9VV74 P08645
Q01083 Q9V460
Q27889 P51140
P23226 Q24151
Q24119 O16844
P10734 Q05913
P50534 P49415
Q86BY9 O46339
P48607 Q9V4A7
P25843 Q02748
Q9VS59 Q9V3I5
P42003 P49905
P22814 Q24338
P14003 Q24475
P08181 Q7K0D8
Q9VHA0 Q9GYV5
Q9W596 Q9VS59
Q9VZV5 Q26454
O61443 Q8I8V0
P25158 Q24119
Q9VW47 Q24547
Q9VCU9 Q23977
P23573 Q9W4X9
Q24324 Q9V6Q2
Q24106 P91926
Q24008 P23654
Q9VC61 Q9W1I2
P20240 Q8MSU4
Q9VA38 Q23977
Q05913 Q9VN14
P22808 P08928
Q9U5W9 P42287
Q8T4F7 Q9XZL8
P02516 A0A0B4K7J2
Q26263 O77051
Q9V333 Q9VTE9
P91641 A1ZA47
Q9VW97 Q9V452
Q9VVS4 Q9VX98
Q9NB71 P35220
Q8IMX7 Q9VTM0
Q9VCR6 P07207
O46339 P51140
P00522 P23257
Q7KRW1 P11584
Q7K4Z4 Q9VY77
Q94981 P41900
Q9W0P3 Q01083
Q9VQ89 Q9W2E7
P18537 Q9W1F4
Q9V535 P28466
P26270 Q9VTE0
Q9VV73 Q24169
P52486 P17210
A1Z9E2 P81909
Q9VF87 P48598
P49735 P51140
Q9W1X4 Q02645
M9PBE2 P40688
P42124 Q9GYU8
P39572 Q9VQQ9
Q9VNJ5 O61443
P18168 P82804
Q9VTE2 Q9VS59
Q95RJ9 Q9VC61
Q9V439 P49028
P48810 P25172
P48601 P18537
P81909 P08181
P98081 P23573
Q8IN94 P02836
Q9Y0H4 P23257
Q94517 Q9VNB5
Q24325 P51140
Q07436 Q7K2X8
P22812 Q24119
A0A0B4K7J2 Q9VVE5
P26270 Q9W2N0
P45975 P18491
Q24025 Q7PLK0
Q02645 P50887
P16568 P48607
Q8SWR8 Q9W2N0
P23128 P47825
Q95RA8 Q95RV2
B5A5T4 P25159
Q9W032 P10041
Q27889 Q24141
P37276 Q05201
P49762 Q9VZZ9
P50534 Q8SWR8
Q9VT70 P54359
Q960V3 P08928
P48607 Q06453
Q24478 P13395
P05205 P55828
Q9VY77 Q9VAP2
Q9VHA0 Q9VW47
P08181 Q9VXN9
P12613 Q9XZ56
Q7K4B4 Q9XZT1
Q7KRW1 P28159
Q8INB9 Q8INB9
P25158 P23654
Q9VTE9 P25439
Q9V4A7 Q7KSD8
P35220 Q9VGS2
P20153 Q9W5E1
Q06453 Q94535
Q7KSD8 Q24008
Q7K0D8 Q95RJ9
P42207 Q24106
Q23973 Q24117
Q7K4B4 Q94887
Q9VTE0 Q9W2H9
P23128 P08181
Q9XZ56 Q9W157
Q7KUD5 Q8SWR8
P10040 Q9V6Q2
Q24368 Q95RR8
P02517 Q00168
Q7K5N4 Q9VW47
Q9VEN1 P49735
Q9VVT5 Q9VJ33
P09615 P16568
Q01989 Q9V6X7
P18502 Q9V3B4
Q24152 Q9VTE0
Q7K738 P81909
Q24145 Q95ST2
P13098 Q9XYP8
Q86BY9 Q960Z0
Q9U1H9 P16621
P33244 Q9VFJ3
P61209 P14785
A1Z9E2 Q9V464
Q7JRE4 P24785
P55828 Q9VUX2
P19018 Q8MSU4
P34021 Q05652
P40797 P40688
Q08605 P09081
Q9W2N0 Q24145
Q9GYV5 P28159
P18537 P22745
P34021 Q9VGS2
Q9GNK5 P22808
P21525 Q9XYP7
Q9W3D3 Q9VLU0
Q03043 P13217
Q24547 P45975
Q9VJD2 Q7K3D8
Q86B79 P20241
Q7K3D8 Q9V535
O18334 A1ZAY1
P48601 Q9XZS8
Q9W032 Q9VWI4
Q24547 P52656
Q9VJQ5 Q24307
P02517 P61209
Q9VM64 Q9VCY3
P23257 A1Z9E2
P02572 Q09024
Q9W1X4 Q32KD2
Q9VBW9 Q9VZV5
Q94887 Q24368
Q9V460 P91641
P02828 Q7K4Z4
Q9VAF5 Q08605
Q8T0S6 P54623
P83949 O76922
Q9VVV9 P13496
Q9VCR6 Q9VRV7
Q27350 Q8INB9
P39769 M9NDE3
P22814 P18491
Q03043 Q86B79
P25159 P91926
Q9VM65 Q24560
Q9V5C6 Q9VYN8
Q27934 P09208
P07713 P11584
Q8INB9 B5A5T4
P34021 Q24311
P25159 Q9W445
Q9VN14 Q9XYP7
Q9W4S7 P18502
Q9VCH5 B5A5T4
Q02637 Q9VJD2
Q01069 P24785
Q9I7I0 Q01070
Q9VVX3 P25159
P82804 Q24152
Q24145 Q9VBP9
O77460 O16844
Q9XZH6 Q9Y091
Q9XZH6 P07713
Q9VWE0 Q95RV2
O15943 P23128
P43332 Q94899
Q9VR35 Q08473
P18824 P52486
Q9GYV5 Q24560
Q9VWV9 O18334
O17468 Q9VM65
Q94899 Q9VIF1
P24785 P28466
Q9VQ89 P13677
P48607 Q9NB71
