Q86U70,P81877,1
Q15038,Q9BQY4,1
Q9UMX1,Q96H86,1
Q96EZ8,Q9NPJ6,1
O14964,Q96LR2,1
O43298,Q8TBB1,1
P42568,Q92624,1
Q99750,Q14781,1
Q9Y230,Q9BVM2,1
P56279,Q13137,1
Q13200,Q8WVY7,1
Q96ED9,Q9H8T0,1
P49760,P49761,1
Q9NYB9,Q8IY31,1
O14964,Q15038,1
P50552,Q9C026,1
P61978,O75525,1
P17028,Q9NX65,1
O43809,Q16630,1
Q9Y3C4,Q96S44,1
Q9BXS5,Q59EK9,1
Q9UI14,Q96C03,1
Q96EZ8,Q9Y3C0,1
Q12983,O60238,1
Q16594,Q14919,1
Q06547,Q96M61,1
Q9NS73,Q9H8W4,1
Q13137,Q9H0I2,1
Q9HC98,Q7Z6G3,1
Q9BU20,Q9BT04,1
Q9Y2J4,Q96A72,1
Q99816,Q53EZ4,1
P28702,O43791,1
Q99750,Q8IYI8,1
P14317,Q9H788,1
Q9UBP6,P57081,1
O00204,Q96Q35,1
P10644,Q9H8W4,1
Q9Y2W2,Q49AR2,1
Q5JR59,Q8TAB5,1
O76003,Q6FI81,1
O95639,Q6UN15,1
P56545,P48552,1
P55039,Q9H446,1
Q96EF0,Q96QG7,1
O94972,Q7L590,1
P60891,Q9H8Y8,1
Q9UI14,Q9GZT8,1
Q13191,O43639,1
Q5TD97,O96015,1
Q9UNP9,Q9HCS7,1
Q9Y5P4,Q13352,1
O14641,Q96BN8,1
Q13490,Q12933,1
P49910,P57086,1
Q15645,Q9GZT8,1
Q9BQD3,Q8TBB1,1
Q15038,Q8N9H8,1
Q96KQ7,Q9Y4X4,1
Q96E93,O95214,1
Q15555,Q9UPY8,1
O14964,O75886,1
P37198,Q9NVV9,1
O95817,Q9UJY1,1
Q9BPX1,Q6ZVK8,1
Q99750,Q8NE01,1
Q9NS73,Q9H8E8,1
Q9Y5P6,Q96IJ6,1
O60238,P17152,1
O60232,P48643,1
P35638,O43791,1
Q09161,O75150,1
P62333,O00233,1
P46527,Q12933,1
Q16630,O00308,1
P62495,Q14145,1
Q99750,Q9P2T0,1
P43364,Q49A88,1
O95391,Q9H2H8,1
Q92624,Q6ZMV9,1
P05783,O14964,1
P22234,Q6ZVK8,1
P61978,P38159,1
Q15654,Q96I34,1
P23497,P63165,1
Q12805,O43765,1
P33316,Q6ZVK8,1
Q8TBK6,Q9NVV9,1
Q9GZM5,Q9BSR8,1
Q9UPT5,Q8N6Y0,1
Q99750,O43439,1
P02794,P02792,1
Q86YM7,Q9BW04,1
Q15645,Q96HA8,1
Q9UI14,Q96HA8,1
Q13287,O75971,1
Q15233,Q13526,1
P29972,Q15654,1
P22234,Q8TBB1,1
P16083,Q9H8Y8,1
P17028,P57086,1
P61978,Q96PU8,1
Q9Y283,Q9NWT6,1
O14641,P15622,1
O15535,Q9NWS9,1
Q99750,Q8WV24,1
Q8N6Y0,Q8IYI6,1
Q99750,Q96LL4,1
P32242,Q9UKJ5,1
Q9P0L1,Q8N8B7,1
P61978,O60504,1
Q99836,O43791,1
P43364,Q15007,1
Q15154,Q9P209,1
O75478,O14964,1
Q13155,Q0VDD7,1
P06753,P0C1Z6,1
Q9UHX1,Q9UHR5,1
Q9Y620,Q8TBB1,1
Q9Y4C2,Q15427,1
P49902,Q86TA1,1
P54725,Q12933,1
Q9Y297,Q9C026,1
Q92624,Q9BT88,1
Q9UJU6,Q9H788,1
Q9HCY8,Q96FQ6,1
Q9BQ66,Q8NEC5,1
P63279,Q9Y4E5,1
Q07955,P26368,1
Q15645,Q969Q4,1
P61978,P63279,1
Q9UKJ5,Q9H8W4,1
Q92551,Q15024,1
P41226,P05161,1
O15294,Q9H1M0,1
P78364,Q8IXK0,1
P49910,P15622,1
O76071,Q9H5X1,1
P35900,Q9BUW7,1
Q96EZ8,Q9Y2W2,1
Q9UPT5,Q9UMS4,1
P62191,Q13200,1
Q12933,Q96CG3,1
P35998,Q16401,1
P35249,P40937,1
Q15637,P26368,1
P11234,Q15311,1
P40855,P56589,1
O75478,O75528,1
Q06323,Q9UL46,1
P43686,O75832,1
P13807,O15488,1
P30281,P46527,1
P62820,Q9UI14,1
P61244,P50539,1
Q07817,Q13323,1
O75461,Q14188,1
O75791,O95630,1
O75886,O95630,1
O75558,O00161,1
P06730,Q13541,1
O43707,O00151,1
Q06587,Q8N488,1
Q12929,Q9UQB8,1
Q92783,O14964,1
P49736,Q14566,1
P98170,P55211,1
P17275,P15407,1
P23297,P04271,1
P35638,Q16520,1
P63279,O75928,1
P36404,O43924,1
Q01081,P26368,1
P61586,Q07960,1
Q16611,Q07817,1
Q15369,Q15370,1
P30281,P38936,1
Q99816,Q9UK41,1
Q99816,O14964,1
O15360,O15287,1
Q9NUX5,Q96AP0,1
P23297,P26447,1
Q13094,O75791,1
Q14566,Q7L590,1
Q13257,Q9Y6D9,1
P38936,P12004,1
Q9Y5S9,Q96A72,1
Q99613,O75821,1
Q07817,Q99638,1
Q13439,P40616,1
P10074,Q96BR9,1
Q96JP2,Q96BR9,1
Q8N554,Q96BR9,1
Q9H9D4,Q96BR9,1
P15622,Q96BR9,1
Q13426,Q9H9Q4,1
Q13426,P49917,1
P09038,P18827,1
P09038,P34741,1
P19438,P63165,1
P10415,Q13323,1
P10415,O00198,1
P10415,P55957,1
P10415,Q13794,1
Q07817,P55957,1
Q07817,Q13794,1
Q92843,Q92934,1
Q07820,Q96LC9,1
Q16548,Q13323,1
O43521,P10415,1
O43521,Q07817,1
O43521,Q07820,1
Q9BXH1,P10415,1
Q9BXH1,Q07817,1
Q9BXH1,Q07820,1
Q92934,Q07817,1
Q92934,P10415,1
Q13794,Q07820,1
Q9NQ31,P17612,1
Q9Y6K1,P01106,1
Q9Y6K1,Q13105,1
P10415,Q14643,1
P29590,Q13569,1
Q15831,Q7RTN6,1
Q7Z2E3,P18887,1
Q7Z2E3,P09874,1
Q5TKA1,P06400,1
P61970,P62826,1
P06746,P18887,1
Q9H081,Q8NBT2,1
Q9H081,Q9HBM1,1
Q9H081,Q8NG31,1
Q9H081,O95229,1
Q9H081,Q9H410,1
Q9H081,Q9BZD4,1
Q9H081,Q6P1K2,1
P00533,P29353,1
P00533,P42229,1
P00533,Q06124,1
P00533,P46108,1
P00533,Q13191,1
P00533,P62993,1
P04626,P29353,1
P04626,Q06124,1
P04626,P62993,1
P21860,O00459,1
P21860,P29353,1
Q15303,P29353,1
Q99816,A5D8V6,1
A5D8V6,Q9UK41,1
Q9H081,Q96IY1,1
Q9H081,P45973,1
Q9H410,Q96IY1,1
Q9H410,Q8NG31,1
Q9H410,Q6P1K2,1
Q9H410,P45973,1
Q96IY1,P45973,1
O95229,Q9H410,1
P00533,P40763,1
Q05516,P56524,1
Q05516,Q9UQL6,1
P42345,Q6R327,1
P42345,Q8N122,1
P62942,P42345,1
Q15020,O43395,1
Q15020,O43172,1
O14908,Q9UM54,1
O95400,Q6P2Q9,1
Q9UFF9,A5YKK6,1
Q96DI7,Q6P2Q9,1
O95400,Q15029,1
Q96DI7,O75643,1
Q15170,P51784,1
Q9UNM6,O00232,1
Q9UKT5,Q13616,1
P63279,P46060,1
Q15773,Q96T76,1
Q15008,Q13200,1
Q9BRP4,P62195,1
Q96T60,P49916,1
Q9Y575,Q93034,1
P63279,Q9UBE0,1
P14678,Q6P2Q9,1
Q9BRP4,P62191,1
Q9Y265,Q9Y230,1
P40337,Q13617,1
O75832,P62195,1
O95400,Q9BUQ8,1
Q15008,O00232,1
O43660,Q9UMS4,1
Q14152,Q9Y262,1
Q9BRP4,P43686,1
Q15008,Q9UNM6,1
O95400,O94906,1
Q9UNM6,P62191,1
Q9Y6E0,Q13033,1
P56537,Q9P287,1
Q15287,Q9Y383,1
Q9Y265,Q9H6R7,1
Q9NSA3,P35222,1
P63279,P49792,1
O43660,Q99459,1
O75832,P62191,1
Q9BSL1,Q5XPI4,1
Q15008,O00231,1
Q15287,O75400,1
P42773,Q00534,1
Q15008,O43242,1
Q15008,P62191,1
O75832,P17980,1
Q15008,P35998,1
Q15008,P17980,1
Q9Y230,Q9H6R7,1
P51946,P51948,1
Q96DI7,Q15029,1
Q14152,P60228,1
Q9BRP4,P17980,1
Q9UKT5,P63208,1
Q9UNM6,P62195,1
P49407,Q14978,1
P52565,P61586,1
Q9H8T0,Q9UJC3,1
Q9BRP4,O00487,1
Q9NX58,Q9BQG0,1
P61081,Q13564,1
Q9BRP4,P51665,1
O75832,P35998,1
Q14152,O15372,1
Q15008,P62195,1
Q14232,Q9NR50,1
O14908,Q9P0V3,1
O94817,Q9H1Y0,1
P52565,P63000,1
O75832,P51665,1
O43791,Q8IXJ6,1
Q9UNM6,O00487,1
Q9Y6E0,Q9Y3A3,1
O95190,O14977,1
Q9UNM6,P51665,1
O76081,O76003,1
Q15853,P22415,1
Q15287,Q96SB4,1
Q9P1U1,O15143,1
Q15287,Q9H307,1
Q14152,Q13347,1
Q14152,O00303,1
Q15287,P26368,1
O43660,O75934,1
Q15287,Q07955,1
P49407,Q13428,1
O95400,Q53GS9,1
O95400,Q96DI7,1
P60520,Q9Y4P1,1
Q8IXH7,P18615,1
Q14152,Q7L2H7,1
O75385,O95166,1
P62380,P52655,1
Q15008,O00487,1
Q14152,O15371,1
O75363,P63167,1
Q15773,O95816,1
Q15008,P51665,1
P40337,Q15369,1
P43686,P17980,1
Q96EZ8,O95071,1
Q96T60,Q13426,1
Q15008,P62333,1
P43686,P35998,1
Q96JB5,Q96HY6,1
P63279,P63165,1
P40337,Q15370,1
P60520,Q9NT62,1
Q9NPF4,Q14657,1
P63279,P55854,1
P61081,Q8TBC4,1
O75832,O00232,1
P51148,Q9UH99,1
P23508,P49674,1
Q15773,O95831,1
Q9Y6E0,Q14BN4,1
O94817,Q9H0Y0,1
Q9NY93,Q02543,1
Q9Y5L4,O60220,1
P56537,Q9BZE4,1
P60604,Q9UKV5,1
Q16611,P45880,1
Q9P1U1,O15145,1
O75688,P55072,1
P63279,Q9UBT2,1
Q99623,Q9Y4E8,1
Q15008,P43686,1
Q9BRP4,P35998,1
Q9NXR7,P46736,1
Q14232,Q13144,1
P43686,P62191,1
Q15008,P25787,1
Q9UHX1,Q05519,1
Q15773,Q9Y3D0,1
O75832,P55036,1
Q15287,Q8WXA9,1
P40337,P62877,1
Q13418,Q15404,1
P40337,Q15843,1
Q15287,P62995,1
Q9P2S5,Q66GS9,1
Q15714,Q9UHY1,1
Q9NXR7,Q15018,1
Q15287,P08621,1
P43686,P51665,1
O95400,P62308,1
Q9NX58,P06748,1
O94817,Q676U5,1
Q9BRP4,P62333,1
O95400,P62306,1
P60604,Q9Y679,1
P40337,P13693,1
Q9Y664,Q969R8,1
Q15287,Q9UJV9,1
Q15287,P78362,1
O95400,Q01844,1
Q15287,Q16629,1
P27037,P57105,1
Q13094,P27986,1
Q13094,Q08881,1
P41279,Q00653,1
P41279,Q04206,1
Q04864,Q04206,1
Q92844,Q13114,1
Q13233,P61962,1
Q99759,Q6Q0C0,1
P19838,P35606,1
P19838,Q04864,1
P19838,Q00653,1
P19838,Q04206,1
Q00653,Q969H0,1
Q00653,Q04864,1
Q00653,Q04206,1
P19838,Q01201,1
Q00653,Q01201,1
Q01201,Q04206,1
Q01201,Q92785,1
Q9NYJ8,Q15750,1
Q9UHD2,Q92844,1
Q9UHD2,A7MCY6,1
P19438,P01375,1
P20333,P01375,1
Q96JB5,O94874,1
P01106,P61244,1
P01106,P51532,1
P01106,Q8N163,1
Q9GZS1,O15160,1
P10644,P17612,1
Q13315,Q99708,1
P54132,Q13472,1
Q03164,Q9UBL3,1
Q03164,P51610,1
P51610,Q9Y5Z7,1
Q03164,Q9Y5Z7,1
Q9UBL3,O00255,1
Q03164,O00255,1
Q15291,Q03164,1
P61964,Q03164,1
Q9UBL3,Q15291,1
P51610,Q15291,1
Q9Y5Z7,Q15291,1
O00255,Q15291,1
Q9UBL3,P61964,1
P51610,P61964,1
Q9Y5Z7,P61964,1
O00255,P61964,1
Q15291,P61964,1
Q9UBL3,Q9Y5Z7,1
Q14686,Q8NEZ4,1
Q9UBL3,Q8NEZ4,1
Q15291,Q8NEZ4,1
Q14686,Q15291,1
Q8N726,Q00534,1
P04637,Q12888,1
P25054,P35222,1
Q00597,Q9HB96,1
Q9BX63,P38398,1
P35222,P27986,1
P51587,Q9P0W2,1
Q07820,Q16611,1
P04637,Q16611,1
P51587,P38398,1
P35222,O15169,1
Q15788,P01100,1
Q15788,P05412,1
Q15788,P19838,1
Q14686,Q92731,1
Q14686,P10276,1
Q14686,P03372,1
Q15654,P49023,1
Q13315,Q9BXW9,1
Q14683,Q9UQE7,1
Q13315,P04637,1
P38398,P51532,1
P38398,P51531,1
Q13535,P38398,1
P10415,Q07812,1
P29350,P11274,1
P20936,Q99704,1
P07332,P11274,1
P49768,P35222,1
P35222,P10275,1
Q07817,Q07812,1
P38398,P01106,1
Q9BXW9,P54132,1
P04637,P54132,1
P54132,P39748,1
P38398,Q15596,1
P38398,Q9Y6Q9,1
P38398,Q99708,1
P24928,Q13503,1
P38398,P23258,1
P17275,P38398,1
Q92793,P38398,1
Q09472,P38398,1
P38398,P06400,1
P38398,Q06609,1
P38398,P04637,1
